Response No.,Tab No.,Survey Date,AC Name,Mandal Name,Village Name
4251,138,5/31/2015,Nandigama,Chanderlapadu,Gudimetla
4252,331,6/10/2015,Tiruvuru,Tiruvuru,Kakarla
4254,495,6/22/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
4255,360,7/7/2015,Mylavaram,Mylavaram,mylavaram
4255,5,7/22/2015,Nandigama,Chanderlapadu,Chanderlapadu
4256,112,6/11/2015,Jaggaiahpeta,Vatsavai,Gopinenipalem
4257,170,5/25/2015,Nandigama,Chanderlapadu,Munagalapalli
4259,34,6/24/2015,Tiruvuru,Vissannapeta,Intermediate
4259,30,7/5/2015,Tiruvuru,Vissannapeta,Vissannapeta
4262,160,6/3/2015,Jaggaiahpeta,Jaggaiahpeta,Mutyala
4267,18,6/4/2015,Tiruvuru,Vissannapeta,Vemireddipalli
4268,155,6/18/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
4269,320,6/10/2015,Nandigama,Nandigama,Raghavapuram
4269,68,6/19/2015,Mylavaram,Ibrahimpatnam,Mulapadu
4270,12,6/5/2015,Tiruvuru,Vissannapeta,Chandrupatla
4273,334,5/23/2015,Tiruvuru,Tiruvuru,Mustikuntla
4276,129,6/9/2015,Jaggaiahpeta,Vatsavai,Indugapalli
4277,24,6/12/2015,Intermediate,Intermediate,Intermediate
4277,462,6/16/2015,Tiruvuru,Gampalagudem,GULLAPUDI
4279,201,6/14/2015,Nandigama,Kanchikacherla,Vemulapalli
4283,291,6/29/2015,Nandigama,Nandigama,Munagacherla
4288,265,6/3/2015,Mylavaram,Reddygudem,K-Naguluru
4289,281,6/12/2015,Mylavaram,Reddygudem,Intermediate
4290,5,7/11/2015,Nandigama,Chanderlapadu,Konayapalem
4292,305,5/28/2015,Nandigama,Nandigama,Kammavaripalem
4292,366,5/31/2015,Mylavaram,Reddygudem,Moddulaparva
4292,354,6/15/2015,Mylavaram,Mylavaram,Chandragudem
4293,339,6/2/2015,Tiruvuru,Tiruvuru,Rolupadi
4293,13,6/26/2015,Tiruvuru,Vissannapeta,Intermediate
4294,320,6/19/2015,Nandigama,Nandigama,Pallagiri
4296,201,7/19/2015,Nandigama,Kanchikacherla,Kanchikacherla
4297,58,6/16/2015,Intermediate,Intermediate,Intermediate
4297,76,6/16/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
4301,278,6/23/2015,Mylavaram,Reddygudem,Reddygudem
4302,488,6/18/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
4303,177,5/23/2015,Mylavaram,G. Konduru,Telladevarapadu
4304,433,6/15/2015,Intermediate,Intermediate,Intermediate
4304,26,6/24/2015,Tiruvuru,Gampalagudem,Intermediate
4305,315,6/9/2015,Nandigama,Nandigama,Adiviravulapadu
4306,487,6/19/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
4307,141,5/24/2015,Nandigama,Chanderlapadu,Munagalapalli
4307,245,6/27/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
4307,189,6/27/2015,Mylavaram,G. Konduru,Chevuturu
4308,441,5/31/2015,Tiruvuru,Gampalagudem,KANUMURU
4309,333,6/23/2015,Tiruvuru,Tiruvuru,Intermediate
4310,378,7/15/2015,Intermediate,Intermediate,Intermediate
4311,494,6/3/2015,Jaggaiahpeta,Penuganchiprolu,Sanagapadu
4315,365,6/28/2015,Mylavaram,Mylavaram,pullur
4315,455,7/2/2015,Tiruvuru,Gampalagudem,Intermediate
4317,142,6/17/2015,Tiruvuru,A.Konduru,Khampampadu
4317,483,6/28/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
4317,212,7/13/2015,Nandigama,Kanchikacherla,Kanchikacherla
4317,177,7/17/2015,Intermediate,Intermediate,Intermediate
4319,481,6/27/2015,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
4319,283,6/30/2015,Intermediate,Intermediate,Intermediate
4321,315,6/22/2015,Nandigama,Nandigama,Lingalapadu
4323,265,5/30/2015,Mylavaram,Reddygudem,K-Naguluru
4324,208,6/5/2015,Nandigama,Kanchikacherla,Pendyala
4325,19,6/2/2015,Jaggaiahpeta,Vatsavai,Gopinenipalem
4325,108,6/18/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
4327,232,7/5/2015,Nandigama,Chanderlapadu,Thurlapadu
4328,244,6/26/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
4328,195,7/9/2015,Mylavaram,G. Konduru,G.kondur
4330,202,6/10/2015,Nandigama,Kanchikacherla,Pendyala
4330,333,7/3/2015,Tiruvuru,Tiruvuru,Choutapalli
4332,290,5/27/2015,Mylavaram,Reddygudem,K-Naguluru
4332,82,6/19/2015,Mylavaram,Ibrahimpatnam,Kachavaram
4332,487,7/5/2015,Jaggaiahpeta,Penuganchiprolu,Konakanchi
4332,140,7/9/2015,Jaggaiahpeta,Vatsavai,Vatsavai
4333,273,6/2/2015,Mylavaram,Reddygudem,Kunaparajparva
4333,306,6/27/2015,Jaggaiahpeta,Nadigama,Konduru
4337,406,6/23/2015,Tiruvuru,A.Konduru,Intermediate
4338,55,5/28/2015,Mylavaram,Ibrahimpatnam,Thummalapalem
4338,279,6/16/2015,Mylavaram,Reddygudem,Intermediate
4338,181,7/10/2015,Mylavaram,G. Konduru,Velagaleru
4339,496,6/9/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
4341,167,6/16/2015,Intermediate,Intermediate,Intermediate
4341,299,6/17/2015,Jaggaiahpeta,Nadigama,Jonnalagadda
4341,235,6/19/2015,Nandigama,Chanderlapadu,Thota Ravula Padu
4342,201,6/25/2015,Nandigama,Kanchikacherla,Gottimukkala
4343,283,7/2/2015,Intermediate,Intermediate,Intermediate
4344,498,5/25/2015,Jaggaiahpeta,Penuganchiprolu,Mundlapadu
4345,396,5/30/2015,Tiruvuru,A.Konduru,Gopalapuram
4350,204,7/12/2015,Nandigama,Kanchikacherla,Kanchikacherla
4353,497,6/22/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
4358,290,6/12/2015,Mylavaram,Reddygudem,Intermediate
4360,164,6/13/2015,Jaggaiahpeta,Jaggaiahpeta,K.Agraharam
4361,141,5/27/2015,Nandigama,Chanderlapadu,Munagalapalli
4362,326,5/31/2015,Tiruvuru,Tiruvuru,Rolupadi
4362,418,7/11/2015,Tiruvuru,Tiruvuru,Choutapalli
4365,284,5/28/2015,Mylavaram,Reddygudem,Rudra varam
4368,260,7/1/2015,Jaggaiahpeta,Vatsavai,Magollu
4368,76,7/9/2015,Nandigama,Kanchikacherla,Paritala
4369,461,7/2/2015,Tiruvuru,Gampalagudem,PENUGOLANU
4370,125,6/15/2015,Jaggaiahpeta,Vatsavai,Machinenipalem
4370,184,7/24/2015,Mylavaram,Ibrahimpatnam,Kondapalli
4372,179,6/3/2015,Mylavaram,G. Konduru,Duggiralapadu
4373,298,6/9/2015,Nandigama,Nandigama,Aithavaram
4374,278,5/24/2015,Mylavaram,Reddygudem,Narukullapadu
4374,125,7/7/2015,Jaggaiahpeta,Vatsavai,Makkapeta
4375,393,5/23/2015,Tiruvuru,A.Konduru,Marepalli
4376,33,5/26/2015,Nandigama,Veerullapadu,Jammavaram
4376,176,6/23/2015,Mylavaram,G. Konduru,Kavuluru
4379,135,5/28/2015,Jaggaiahpeta,Vatsavai,Dechupalem
4380,494,5/26/2015,Jaggaiahpeta,Penuganchiprolu,Totacharla
4380,49,7/7/2015,Tiruvuru,Vissannapeta,Vissannapeta
4382,349,6/2/2015,Tiruvuru,Tiruvuru,Mallela
4382,300,6/30/2015,Nandigama,Nandigama,Thakkellapadu
4383,89,7/17/2015,Jaggaiahpeta,Vatsavai,Makkapeta
4387,325,7/10/2015,Tiruvuru,Tiruvuru,Choutapalli
4388,181,6/29/2015,Mylavaram,G. Konduru,Velaturu
4389,264,6/22/2015,Mylavaram,Reddygudem,Reddygudem
4392,392,6/4/2015,Tiruvuru,A.Konduru,Repudi
4392,370,7/8/2015,Mylavaram,Mylavaram,mylavaram
4393,268,6/2/2015,Mylavaram,Reddygudem,Moddulaparva
4396,287,6/23/2015,Mylavaram,Reddygudem,Reddygudem
4397,470,6/5/2015,Tiruvuru,Gampalagudem,AMMIREDDYGUDEM
4399,242,7/16/2015,Intermediate,Intermediate,Intermediate
4400,470,6/14/2015,Tiruvuru,Gampalagudem,NEMALI
4400,76,6/17/2015,Mylavaram,Ibrahimpatnam,Kotikalapudi
4402,150,6/10/2015,Nandigama,Veerullapadu,Dachavaram
4404,476,5/31/2015,Jaggaiahpeta,Penuganchiprolu,Kollikulla
4406,140,6/16/2015,Jaggaiahpeta,Vatsavai,Kanneveedu
4406,214,7/17/2015,Nandigama,Kanchikacherla,Kanchikacherla
4407,488,5/29/2015,Jaggaiahpeta,Penuganchiprolu,Lingaguduam
4410,369,5/28/2015,Mylavaram,Reddygudem,Moddulaparva
4411,490,6/3/2015,Jaggaiahpeta,Penuganchiprolu,Muchintala
4414,11,5/27/2015,Tiruvuru,Vissannapeta,Intermediate
4414,379,6/30/2015,Mylavaram,Mylavaram,mylavaram
4416,365,6/4/2015,Mylavaram,Mylavaram,Morsumalli
4416,212,6/26/2015,Nandigama,Kanchikacherla,Moguluru
4417,21,7/7/2015,Nandigama,Veerullapadu,Veerullapadu
4417,163,7/9/2015,Nandigama,Chanderlapadu,Konayapalem
4419,283,5/26/2015,Mylavaram,Reddygudem,Narukullapadu
4420,360,7/9/2015,Intermediate,Intermediate,Intermediate
4420,222,7/17/2015,Nandigama,Kanchikacherla,Kanchikacherla
4421,65,6/2/2015,Mylavaram,Ibrahimpatnam,Mulapadu
4425,254,5/25/2015,Nandigama,Chanderlapadu,Punnavalli
4428,309,6/18/2015,Jaggaiahpeta,Nadigama,Jonnalagadda
4428,53,7/6/2015,Nandigama,Kanchikacherla,Paritala
4430,463,5/25/2015,Tiruvuru,Gampalagudem,ANUMULLANKA
4431,123,7/8/2015,Intermediate,Intermediate,Intermediate
4432,459,5/31/2015,Tiruvuru,Gampalagudem,KOTHAPALLI
4435,470,5/28/2015,Tiruvuru,Gampalagudem,PEDAKOMERA
4436,428,6/26/2015,Nandigama,Veerullapadu,Intermediate
4437,414,7/1/2015,Tiruvuru,Tiruvuru,Peddavaram
4438,138,5/24/2015,Nandigama,Chanderlapadu,Pokkunuru
4439,80,7/24/2015,Mylavaram,Ibrahimpatnam,Kondapalli
4440,112,6/9/2015,Jaggaiahpeta,Vatsavai,Gopinenipalem
4440,445,6/10/2015,Tiruvuru,Gampalagudem,GADEVARIGUDEM
4441,168,7/8/2015,Tiruvuru,Gampalagudem,GAMPALAGUDEM
4443,152,7/18/2015,Nandigama,Chanderlapadu,Chanderlapadu
4449,20,6/13/2015,Tiruvuru,Gampalagudem,NEMALI
4449,246,7/10/2015,Jaggaiahpeta,Jaggaiahpeta,Budavada
4451,315,6/30/2015,Nandigama,Nandigama,Thakkellapadu
4452,332,6/6/2015,Tiruvuru,Tiruvuru,Mallela
4454,347,5/30/2015,Tiruvuru,Tiruvuru,Munukulla
4454,275,6/25/2015,Mylavaram,Mylavaram,pullur
4456,11,6/19/2015,Tiruvuru,Vissannapeta,Intermediate
4456,242,6/27/2015,Jaggaiahpeta,Vatsavai,Magollu
4459,131,6/1/2015,Jaggaiahpeta,Vatsavai,Kakaravai
4462,317,7/8/2015,Intermediate,Intermediate,Intermediate
4465,181,6/24/2015,Mylavaram,G. Konduru,Velaturu
4467,273,6/10/2015,Mylavaram,Reddygudem,Reddygudem
4467,121,6/13/2015,Jaggaiahpeta,Vatsavai,Kambhampadu
4467,269,6/23/2015,Mylavaram,Reddygudem,Reddygudem
4470,18,6/17/2015,Tiruvuru,Vissannapeta,Putrela
4470,236,7/8/2015,Nandigama,Chanderlapadu,Muppalla
4471,246,5/25/2015,Jaggaiahpeta,Jaggaiahpeta,Takkellapadu
4471,429,6/22/2015,Nandigama,Chanderlapadu,Kodavatikallu
4474,203,6/27/2015,Nandigama,Kanchikacherla,Gottimukkala
4478,26,6/16/2015,Tiruvuru,Gampalagudem,GULLAPUDI
4478,95,6/24/2015,Intermediate,Intermediate,Intermediate
4478,182,6/12/2015,Mylavaram,G. Konduru,Intermediate
4478,283,6/27/2015,Intermediate,Intermediate,Intermediate
4482,317,5/27/2015,Jaggaiahpeta,Nadigama,Domaluru
4482,485,6/24/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
4484,247,6/18/2015,Jaggaiahpeta,Jaggaiahpeta,S M Peta
4484,295,6/21/2015,Nandigama,Nandigama,Ambarupeta
4488,363,6/1/2015,Mylavaram,Mylavaram,Chandrala
4490,5,6/11/2015,Nandigama,Chanderlapadu,Chinthalapadu
4491,189,6/5/2015,Mylavaram,G. Konduru,Kuntamukkala
4491,12,6/22/2015,Tiruvuru,Vissannapeta,Tatakuntla
4491,5,7/17/2015,Nandigama,Chanderlapadu,Chanderlapadu
4492,356,6/25/2015,Mylavaram,Reddygudem,Reddygudem
4492,224,7/18/2015,Nandigama,Kanchikacherla,Kanchikacherla
4494,243,7/7/2015,Intermediate,Intermediate,Intermediate
4494,192,7/7/2015,Mylavaram,G. Konduru,Velagaleru
4497,134,6/3/2015,Jaggaiahpeta,Vatsavai,Indugapalli
4497,313,6/9/2015,Jaggaiahpeta,Nadigama,Ramireddy palli
4497,222,6/27/2015,Nandigama,Kanchikacherla,Moguluru
4497,294,7/8/2015,Intermediate,Intermediate,Intermediate
4499,31,6/8/2015,Tiruvuru,Gampalagudem,GADEVARIGUDEM
4501,457,5/29/2015,Tiruvuru,Gampalagudem,PEDAKOMERA
4501,131,7/10/2015,Intermediate,Intermediate,Intermediate
4503,484,6/13/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
4506,189,6/25/2015,Mylavaram,G. Konduru,Chevuturu
4508,212,5/29/2015,Nandigama,Kanchikacherla,Athukuru
4508,475,6/9/2015,Jaggaiahpeta,Penuganchiprolu,Intermediate
4508,353,6/3/2015,Mylavaram,Mylavaram,k.r.gudem
4508,179,6/12/2015,Mylavaram,G. Konduru,Intermediate
4510,143,6/14/2015,Nandigama,Chanderlapadu,Eturu
4512,394,5/31/2015,Tiruvuru,A.Konduru,Krishnaraopalem
4512,348,7/7/2015,Tiruvuru,Tiruvuru,Anjaneyapuram
4513,319,5/24/2015,Intermediate,Intermediate,Intermediate
4514,212,7/13/2015,Nandigama,Kanchikacherla,Kanchikacherla
4515,435,6/2/2015,Tiruvuru,Vissannapeta,Vemireddipalli
4516,422,5/31/2015,Intermediate,Intermediate,Intermediate
4518,316,6/15/2015,Jaggaiahpeta,Nadigama,Rudravaram
4519,327,6/13/2015,Tiruvuru,Tiruvuru,Vavilala
4519,339,6/19/2015,Tiruvuru,Tiruvuru,Kakarla
4520,361,6/8/2015,Mylavaram,Mylavaram,Velvadam
4520,462,6/21/2015,Tiruvuru,Gampalagudem,SOBBALA
4522,89,6/28/2015,Jaggaiahpeta,Vatsavai,Lingala
4522,479,6/30/2015,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
4527,439,5/30/2015,Tiruvuru,Vissannapeta,Vemireddipalli
4527,22,6/1/2015,Nandigama,Veerullapadu,Chatnavaram
4527,162,6/12/2015,Nandigama,Chanderlapadu,Chinthalapadu
4529,129,5/26/2015,Jaggaiahpeta,Vatsavai,Gangavelli
4529,46,6/8/2015,Tiruvuru,Gampalagudem,VINAGADAPA
4534,315,5/29/2015,Nandigama,Nandigama,Kethaveerunipadu
4534,493,6/21/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
4535,334,6/4/2015,Tiruvuru,Tiruvuru,Munukulla
4535,380,7/2/2015,Mylavaram,Mylavaram,mylavaram
4536,427,6/8/2015,Tiruvuru,Vissannapeta,Chandrupatla
4538,421,5/26/2015,Intermediate,Intermediate,Intermediate
4539,68,6/1/2015,Mylavaram,Ibrahimpatnam,Mulapadu
4539,224,6/23/2015,Nandigama,Kanchikacherla,Keesara
4540,215,6/25/2015,Nandigama,Kanchikacherla,Moguluru
4541,443,5/24/2015,Tiruvuru,Gampalagudem,PEDAKOMERA
4543,355,6/1/2015,Mylavaram,Mylavaram,k.r.gudem
4543,498,6/20/2015,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
4543,376,7/3/2015,Mylavaram,Mylavaram,mylavaram
4543,186,7/1/2015,Mylavaram,G. Konduru,Velaturu
4543,5,7/9/2015,Nandigama,Chanderlapadu,Konayapalem
4543,290,7/16/2015,Mylavaram,Ibrahimpatnam,Kondapalli
4544,401,6/25/2015,Tiruvuru,A.Konduru,A. Konduru
4544,68,7/11/2015,Nandigama,Kanchikacherla,Paritala
4545,41,6/2/2015,Nandigama,Veerullapadu,Chennarao Palem
4545,346,6/26/2015,Tiruvuru,Tiruvuru,G.Kothuru
4545,398,7/3/2015,Tiruvuru,A.Konduru,A. Konduru
4546,160,6/15/2015,Jaggaiahpeta,Jaggaiahpeta,Bandipalem
4547,191,6/8/2015,Mylavaram,G. Konduru,Kuntamukkala
4547,193,7/20/2015,Intermediate,Intermediate,Intermediate
4550,299,6/15/2015,Jaggaiahpeta,Nadigama,Jonnalagadda
4550,221,7/22/2015,Nandigama,Intermediate,Intermediate
4551,194,6/8/2015,Mylavaram,G. Konduru,Koduru
4556,188,5/23/2015,Mylavaram,G. Konduru,Venkatapuram
4557,320,5/25/2015,Nandigama,Nandigama,Kammavaripalem
4557,451,6/8/2015,Tiruvuru,Gampalagudem,ARLAPADU
4558,337,6/13/2015,Tiruvuru,Tiruvuru,Kakarla
4560,52,6/21/2015,Mylavaram,Ibrahimpatnam,Kachavaram
4561,434,5/31/2015,Intermediate,Intermediate,Intermediate
4563,220,6/10/2015,Nandigama,Kanchikacherla,Vemulapalli
4564,55,5/30/2015,Mylavaram,Ibrahimpatnam,Thummalapalem
4564,216,6/29/2015,Nandigama,Chanderlapadu,Bobbillapadu
4565,133,6/16/2015,Jaggaiahpeta,Vatsavai,Kanneveedu
4568,337,5/31/2015,Tiruvuru,Tiruvuru,Rolupadi
4568,186,6/28/2015,Mylavaram,G. Konduru,Velaturu
4569,101,6/8/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
4569,210,7/17/2015,Nandigama,Kanchikacherla,Kanchikacherla
4570,18,6/4/2015,Tiruvuru,Vissannapeta,Vemireddipalli
4570,14,6/13/2015,Tiruvuru,Vissannapeta,Narasapuram
4570,283,6/29/2015,Intermediate,Intermediate,Intermediate
4570,163,6/29/2015,Nandigama,Chanderlapadu,Veladi Kothapalem
4575,408,6/1/2015,Tiruvuru,A.Konduru,Repudi
4575,311,6/21/2015,Nandigama,Nandigama,Lingalapadu
4578,452,7/2/2015,Tiruvuru,Gampalagudem,Intermediate
4579,407,5/22/2015,Tiruvuru,A.Konduru,Jeellakunta
4579,385,6/1/2015,Tiruvuru,A.Konduru,Koduru
4579,268,6/8/2015,Mylavaram,Reddygudem,Intermediate
4580,474,6/3/2015,Jaggaiahpeta,Penuganchiprolu,Muchintala
4581,210,7/16/2015,Nandigama,Kanchikacherla,Kanchikacherla
4582,322,6/24/2015,Tiruvuru,Tiruvuru,G.Kothuru
4583,328,6/1/2015,Tiruvuru,Tiruvuru,Mallela
4584,262,5/28/2015,Mylavaram,Reddygudem,K-Naguluru
4584,226,7/14/2015,Nandigama,Kanchikacherla,Kanchikacherla
4585,418,6/2/2015,Tiruvuru,Tiruvuru,Erukopadu
4592,309,6/18/2015,Jaggaiahpeta,Nadigama,Jonnalagadda
4595,387,5/26/2015,Tiruvuru,A.Konduru,Vallampatla
4596,315,6/17/2015,Nandigama,Nandigama,Lingalapadu
4596,376,7/3/2015,Mylavaram,Mylavaram,mylavaram
4597,491,6/17/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
4598,14,5/23/2015,Tiruvuru,Vissannapeta,Maremanda
4599,385,5/23/2015,Tiruvuru,A.Konduru,kummarikuntla
4599,257,6/27/2015,Jaggaiahpeta,Vatsavai,Magollu
4601,352,6/23/2015,Mylavaram,Mylavaram,pullur
4602,146,6/19/2015,Nandigama,Veerullapadu,Dodda Devara Padu
4608,146,5/25/2015,Nandigama,Veerullapadu,Jammavaram
4612,435,6/25/2015,Tiruvuru,Vissannapeta,Putrela
4613,26,6/28/2015,Tiruvuru,Gampalagudem,Intermediate
4614,230,6/25/2015,Nandigama,Kanchikacherla,Moguluru
4615,258,6/16/2015,Jaggaiahpeta,Jaggaiahpeta,Bandipalem
4616,26,7/3/2015,Tiruvuru,Intermediate,Intermediate
4617,39,6/23/2015,Intermediate,Intermediate,Intermediate
4621,358,6/12/2015,Intermediate,Intermediate,Intermediate
4622,482,6/1/2015,Jaggaiahpeta,Penuganchiprolu,venkatapuram
4624,386,6/6/2015,Tiruvuru,A.Konduru,Polishettipadu
4625,136,6/4/2015,Jaggaiahpeta,Vatsavai,Indugapalli
4625,292,7/20/2015,Intermediate,Intermediate,Intermediate
4627,388,7/3/2015,Tiruvuru,A.Konduru,Khampampadu
4631,226,6/29/2015,Nandigama,Kanchikacherla,Moguluru
4632,39,6/26/2015,Intermediate,Intermediate,Intermediate
4634,378,7/15/2015,Intermediate,Intermediate,Intermediate
4635,33,6/1/2015,Nandigama,Veerullapadu,Chennarao Palem
4635,76,6/7/2015,Mylavaram,Ibrahimpatnam,Chilukuru
4635,258,6/22/2015,Jaggaiahpeta,Jaggaiahpeta,Bandipalem
4635,126,6/15/2015,Jaggaiahpeta,Vatsavai,Kambhampadu
4637,486,5/27/2015,Jaggaiahpeta,Penuganchiprolu,Lingaguduam
4637,46,6/16/2015,Tiruvuru,Gampalagudem,VINAGADAPA
4637,300,7/11/2015,Nandigama,Chanderlapadu,Konayapalem
4641,359,6/2/2015,Mylavaram,Mylavaram,Chandrala
4641,443,6/8/2015,Tiruvuru,Gampalagudem,AMMIREDDYGUDEM
4642,112,6/2/2015,Jaggaiahpeta,Vatsavai,Gopinenipalem
4642,315,7/21/2015,Nandigama,Chanderlapadu,Chanderlapadu
4645,30,6/13/2015,Tiruvuru,Vissannapeta,Narasapuram
4645,121,6/22/2015,Jaggaiahpeta,Vatsavai,Kambhampadu
4645,190,7/4/2015,Mylavaram,G. Konduru,H.Muthalampadu
4645,204,7/16/2015,Nandigama,Kanchikacherla,Kanchikacherla
4647,253,6/7/2015,Jaggaiahpeta,Jaggaiahpeta,Intermediate
4647,417,6/30/2015,Tiruvuru,Tiruvuru,Kokilampadu
4650,188,6/1/2015,Mylavaram,G. Konduru,Kuntamukkala
4650,300,6/9/2015,Nandigama,Nandigama,Adiviravulapadu
4650,443,6/12/2015,Tiruvuru,Gampalagudem,NEMALI
4650,266,6/17/2015,Mylavaram,Reddygudem,Reddygudem
4652,365,6/29/2015,Mylavaram,Mylavaram,Intermediate
4653,309,6/18/2015,Jaggaiahpeta,Nadigama,Jonnalagadda
4653,470,7/7/2015,Tiruvuru,Gampalagudem,VUTUKURU
4654,10,6/22/2015,Nandigama,Kanchikacherla,Gottimukkala
4655,47,6/28/2015,Intermediate,Intermediate,Intermediate
4656,399,6/27/2015,Tiruvuru,A.Konduru,Khampampadu
4657,350,5/25/2015,Intermediate,Intermediate,Intermediate
4658,274,6/11/2015,Mylavaram,Mylavaram,pullur
4660,197,6/7/2015,Mylavaram,G. Konduru,Chervu madhavaram
4660,331,6/28/2015,Tiruvuru,Tiruvuru,G.Kothuru
4660,137,7/18/2015,Jaggaiahpeta,Vatsavai,Vatsavai
4662,320,6/30/2015,Intermediate,Intermediate,Intermediate
4664,478,6/21/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
4664,229,6/27/2015,Nandigama,Chanderlapadu,Veladi Kothapalem
4665,360,6/25/2015,Mylavaram,Mylavaram,Intermediate
4666,313,6/23/2015,Jaggaiahpeta,Nadigama,Konduru
4669,452,6/2/2015,Tiruvuru,Gampalagudem,KOTHAPALLI
4670,356,6/17/2015,Mylavaram,Reddygudem,Reddygudem
4670,402,6/30/2015,Tiruvuru,A.Konduru,Ramachandrapuram
4674,289,5/27/2015,Intermediate,Intermediate,Intermediate
4675,316,6/28/2015,Jaggaiahpeta,Nadigama,Gollamudi
4679,192,7/2/2015,Mylavaram,G. Konduru,Velaturu
4681,129,6/6/2015,Jaggaiahpeta,Vatsavai,Indugapalli
4681,362,6/24/2015,Mylavaram,Mylavaram,Chandragudem
4682,203,6/25/2015,Nandigama,Kanchikacherla,Gottimukkala
4684,389,5/23/2015,Tiruvuru,A.Konduru,Vallampatla
4688,124,7/14/2015,Jaggaiahpeta,Vatsavai,Vatsavai
4689,271,6/12/2015,Mylavaram,Reddygudem,Intermediate
4689,178,7/25/2015,Intermediate,Intermediate,Intermediate
4690,482,6/21/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
4691,209,5/24/2015,Intermediate,Intermediate,Intermediate
4691,8,6/15/2015,Tiruvuru,Vissannapeta,Putrela
4691,358,6/26/2015,Intermediate,Intermediate,Intermediate
4692,254,7/21/2015,Nandigama,Chanderlapadu,Chanderlapadu
4693,221,7/10/2015,Nandigama,Intermediate,Intermediate
4694,1,6/24/2015,Nandigama,Chanderlapadu,Kodavatikallu
4695,18,6/4/2015,Tiruvuru,Vissannapeta,Vemireddipalli
4698,35,6/16/2015,Tiruvuru,Vissannapeta,Narasapuram
4699,282,6/19/2015,Mylavaram,Reddygudem,Reddygudem
4700,423,6/2/2015,Tiruvuru,Vissannapeta,Intermediate
4700,250,7/5/2015,Jaggaiahpeta,Jaggaiahpeta,Budavada
4702,354,6/5/2015,Mylavaram,Mylavaram,Chandrala
4707,15,6/8/2015,Intermediate,Intermediate,Intermediate
4710,213,6/16/2015,Intermediate,Intermediate,Intermediate
4710,43,7/10/2015,Tiruvuru,Vissannapeta,Vissannapeta
4711,117,6/5/2015,Jaggaiahpeta,Vatsavai,Indugapalli
4712,11,6/25/2015,Tiruvuru,Vissannapeta,Intermediate
4717,418,7/4/2015,Tiruvuru,Tiruvuru,Choutapalli
4718,365,5/25/2015,Mylavaram,Mylavaram,Pondugala
4719,254,7/10/2015,Nandigama,Chanderlapadu,Muppalla
4720,59,5/31/2015,Mylavaram,Ibrahimpatnam,Thummalapalem
4720,499,6/19/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
4720,164,6/25/2015,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
4722,214,5/21/2015,Nandigama,Kanchikacherla,Munnaluru
4723,97,6/11/2015,Mylavaram,Vijayawada (R),Kottur tadepalli
4724,356,6/22/2015,Mylavaram,Reddygudem,Reddygudem
4725,300,6/19/2015,Nandigama,Nandigama,Lingalapadu
4725,202,6/29/2015,Nandigama,Kanchikacherla,Keesara
4727,444,6/28/2015,Tiruvuru,Gampalagudem,RAJAVARAM
4729,306,6/2/2015,Jaggaiahpeta,Nadigama,Ramireddy palli
4729,283,6/12/2015,Mylavaram,Reddygudem,Intermediate
4732,290,6/11/2015,Mylavaram,Reddygudem,Intermediate
4734,499,6/22/2015,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
4735,39,6/3/2015,Nandigama,Veerullapadu,Narasimharao Palem
4739,292,6/11/2015,Jaggaiahpeta,Nadigama,Somavaram
4741,146,6/24/2015,Nandigama,Veerullapadu,Dodda Devara Padu
4742,427,6/26/2015,Tiruvuru,Vissannapeta,Tatakuntla
4743,361,5/24/2015,Mylavaram,Mylavaram,Tholukodu
4744,495,5/25/2015,Jaggaiahpeta,Penuganchiprolu,Mundlapadu
4744,47,6/6/2015,Intermediate,Intermediate,Intermediate
4747,288,6/4/2015,Mylavaram,Reddygudem,Intermediate
4747,12,7/7/2015,Tiruvuru,Vissannapeta,Vissannapeta
4748,204,6/26/2015,Nandigama,Kanchikacherla,Moguluru
4750,300,6/23/2015,Nandigama,Nandigama,Lingalapadu
